Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x1a892c6dd60	451	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SharedRealitySvc	Spatial Data Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\SharedRealitySvc.dll
0x1a892c6ef80	450	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SharedAccess	Internet Connection Sharing (ICS)	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\ipnathlp.dll
0x1a892c685b0	420	840	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SamSs	Security Accounts Manager	C:\WINDOWS\system32\lsass.exe	%SystemRoot%\system32\lsass.exe	-
0x1a892c685c0	419	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	s3cap	s3cap	N/A	\SystemRoot\System32\drivers\vms3cap.sys	-
0x1a892c62ea0	418	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	rspndr	Link-Layer Topology Discovery Responder	\Driver\rspndr	system32\drivers\rspndr.sys	-
0x1a892c40d40	137	3632	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	DusmSvc	Data Usage	C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\dusmsvc.dll
0x1a892c6e830	466	3860	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_INTERACTIVE_PROCESS	Spooler	Print Spooler	C:\WINDOWS\System32\spoolsv.exe	%SystemRoot%\System32\spoolsv.exe	-
0x1a892c6e840	465	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	spectrum	Windows Perception Service	N/A	%systemroot%\system32\spectrum.exe	-
0x1a892c6c5d0	464	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SpbCx	Simple Peripheral Bus Support Library	\Driver\SpbCx	system32\drivers\SpbCx.sys	-
0x1a892c65700	463	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SpatialGraphFilter	Holographic Spatial Graph Filter	N/A	System32\drivers\SpatialGraphFilter.sys	-
0x1a892c64c50	462	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	spaceport	Storage Spaces Driver	\Driver\spaceport	System32\drivers\spaceport.sys	-
0x1a892c655d0	461	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	spaceparser	Space Parser	N/A	system32\drivers\spaceparser.sys	-
0x1a892c648c0	460	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	SNMPTRAP	SNMP Trap	N/A	%SystemRoot%\System32\snmptrap.exe	-
0x1a892c6e670	459	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	SmsRouter	Microsoft Windows SMS Router Service.	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\SmsRouterSvc.dll
0x1a892c6e4a0	458	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	smphost	Microsoft Storage Spaces SMP	N/A	%SystemRoot%\System32\svchost.exe -k smphost	%Systemroot%\System32\smphost.dll
0x1a892c6e100	457	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	smbdirect	smbdirect	N/A	System32\DRIVERS\smbdirect.sys	-
0x1a892c649f0	456	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SmartSAMD	SmartSAMD	N/A	System32\drivers\SmartSAMD.sys	-
0x1a892c64790	455	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SiSRaid4	SiSRaid4	N/A	System32\drivers\sisraid4.sys	-
0x1a892c64660	454	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SiSRaid2	SiSRaid2	N/A	System32\drivers\SiSRaid2.sys	-
0x1a892c654a0	453	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	shpamsvc	Shared PC Account Manager	N/A	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%systemroot%\system32\Windows.SharedPC.AccountManager.dll
0x1a892c81a50	604	3944	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	WbioSrvc	Windows Biometric Service	C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup	%SystemRoot%\system32\svchost.exe -k WbioSvcGroup	%SystemRoot%\System32\wbiosrvc.dll
0x1a892c81a60	603	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	wbengine	Block Level Backup Engine Service	N/A	"%systemroot%\system32\wbengine.exe"	-
0x1a892c81e00	602	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	WarpJITSvc	WarpJITSvc	N/A	%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted	%SystemRoot%\System32\Windows.WARP.JITService.dll
0x1a892c81c30	601	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	wanarpv6	Remote Access IPv6 ARP Driver	N/A	System32\DRIVERS\wanarp.sys	-
0x1a892c843f0	600	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	wanarp	Remote Access IP ARP Driver	\Driver\wanarp	System32\DRIVERS\wanarp.sys	-
0x1a892c842c0	599	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WalletService	WalletService	N/A	%SystemRoot%\System32\svchost.exe -k appmodel -p	-
0x1a892c7f0b0	598	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WacomPen	Wacom Serial Pen HID Driver	N/A	\SystemRoot\System32\drivers\wacompen.sys	-
0x1a892c85a80	597	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	WaaSMedicSvc	Windows Update Medic Service	N/A	%systemroot%\system32\svchost.exe -k wusvcs -p	%SystemRoot%\System32\WaaSMedicSvc.dll
0x1a892c7ed10	596	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	W32Time	Windows Time	N/A	%SystemRoot%\system32\svchost.exe -k LocalService	%systemroot%\system32\w32time.dll
0x1a892c7eb40	595	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vwifimp	Virtual WiFi Miniport Service	\Driver\vwifimp	\SystemRoot\System32\drivers\vwifimp.sys	-
0x1a892c85950	594	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vwififlt	Virtual WiFi Filter Driver	\Driver\vwififlt	System32\drivers\vwififlt.sys	-
0x1a892c84190	593	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vwifibus	Virtual Wireless Bus Driver	\Driver\vwifibus	\SystemRoot\System32\drivers\vwifibus.sys	-
0x1a892c856f0	592	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VSTXRAID	VIA StorX Storage RAID Controller Windows Driver	N/A	System32\drivers\vstxraid.sys	-
0x1a892c85490	591	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	VSS	Volume Shadow Copy	N/A	%systemroot%\system32\vssvc.exe	-
0x1a892c7e970	590	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vsmraid	vsmraid	N/A	System32\drivers\vsmraid.sys	-
0x1a892c86400	589	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vpci	Microsoft Hyper-V Virtual PCI Bus	N/A	System32\drivers\vpci.sys	-
0x1a892c849e0	588	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volume	Volume driver	\Driver\volume	System32\drivers\volume.sys	-
0x1a892c85360	587	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volsnap	Volume Shadow Copy driver	\Driver\volsnap	System32\drivers\volsnap.sys	-
0x1a892c85230	586	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgrx	Dynamic Volume Manager	\Driver\volmgrx	System32\drivers\volmgrx.sys	-
0x1a892c862d0	585	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgr	Volume Manager Driver	\Driver\volmgr	System32\drivers\volmgr.sys	-
0x1a892c84d70	584	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvss	Hyper-V Volume Shadow Copy Requestor	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvcext.dll
0x1a892c80840	583	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvmsession	Hyper-V PowerShell Direct Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x1a892c802d0	582	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmictimesync	Hyper-V Time Synchronization Service	N/A	%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x1a892c80be0	581	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicshutdown	Hyper-V Guest Shutdown Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x1a892c7e400	580	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicrdv	Hyper-V Remote Desktop Virtualization Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvcext.dll
0x1a892c7e230	579	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmickvpexchange	Hyper-V Data Exchange Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x1a892c7e7a0	578	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicheartbeat	Hyper-V Heartbeat Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvc.dll
0x1a892c816c0	577	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicguestinterface	Hyper-V Guest Service Interface	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x1a892c7fb90	576	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmgid	Microsoft Hyper-V Guest Infrastructure Driver	N/A	\SystemRoot\System32\drivers\vmgid.sys	-
0x1a892c84fd0	575	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VMBusHID	VMBusHID	N/A	\SystemRoot\System32\drivers\VMBusHID.sys	-
0x1a892c848b0	574	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmbus	Virtual Machine Bus	N/A	System32\drivers\vmbus.sys	-
0x1a892c84ea0	573	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VirtualRender	VirtualRender	N/A	\SystemRoot\System32\DriverStore\FileRepository\vrd.inf_amd64_81fbd405ff2470fc\vrd.sys	-
0x1a892c855c0	572	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Vid	Vid	\Driver\Vid	\SystemRoot\System32\drivers\Vid.sys	-
0x1a892c84780	571	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vhf	Virtual HID Framework (VHF) Driver	N/A	\SystemRoot\System32\drivers\vhf.sys	-
0x1a892c85100	570	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vhdmp	vhdmp	N/A	\SystemRoot\System32\drivers\vhdmp.sys	-
0x1a892c84060	569	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	VerifierExt	Driver Verifier Extension	N/A	System32\drivers\VerifierExt.sys	-
0x1a892c85f40	568	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	vds	Virtual Disk	N/A	%SystemRoot%\System32\vds.exe	-
0x1a892c80a10	567	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vdrvroot	Microsoft Virtual Drive Enumerator	\Driver\vdrvroot	System32\drivers\vdrvroot.sys	-
0x1a892c56b70	343	2844	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	NlaSvc	Network Location Awareness	-	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\nlasvc.dll
0x1a892c8d660	661	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	WwanSvc	WWAN AutoConfig	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\wwansvc.dll
0x1a892c8d670	660	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	WUDFWpdFs	WPD File System driver	\Driver\WudfRd	\SystemRoot\system32\DRIVERS\WUDFRd.sys	-
0x1a892c97c40	659	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	WUDFRd	Windows Driver Foundation - User-mode Driver Framework Reflector	\Driver\WudfRd	\SystemRoot\System32\drivers\WUDFRd.sys	-
0x1a892c98f40	658	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	WudfPf	User Mode Driver Frameworks Platform Driver	N/A	system32\drivers\WudfPf.sys	-
0x1a892c6db80	434	3336	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	SEMgrSvc	Payments and NFC/SE Manager	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\SEMgrSvc.dll
0x1a892c357d0	100	4508	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	cplspcon	Intel(R) Content Protection HDCP Service	C:\WINDOWS\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHDCPSvc.exe	%SystemRoot%\System32\DriverStore\FileRepository\64gh6299.inf_amd64_94401bd29769cd59\IntelCpHDCPSvc.exe	-
0x1a892c33950	53	3988	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	BFE	Base Filtering Engine	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%systemroot%\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%SystemRoot%\System32\bfe.dll
0x1a892c33960	52	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Beep	Beep	\Driver\Beep	-	-
0x1a892c55950	289	3988	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	mpssvc	Windows Defender Firewall	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	%SystemRoot%\system32\mpssvc.dll
0x1a892c55960	288	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mpsdrv	Windows Defender Firewall Authorization Driver	\Driver\mpsdrv	System32\drivers\mpsdrv.sys	-
0x1a892c525b0	287	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MozillaMaintenance	Mozilla Maintenance Service	N/A	"C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe"	-
0x1a892c55ed0	286	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mountmgr	Mount Point Manager	\Driver\mountmgr	System32\drivers\mountmgr.sys	-
0x1a892c519d0	285	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mouhid	Mouse HID Driver	\Driver\mouhid	\SystemRoot\System32\drivers\mouhid.sys	-
0x1a892c51640	284	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	mouclass	Mouse Class Driver	\Driver\mouclass	\SystemRoot\System32\drivers\mouclass.sys	-
0x1a892c52350	283	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	monitor	Microsoft Monitor Class Function Driver Service	\Driver\monitor	\SystemRoot\System32\drivers\monitor.sys	-
0x1a892c51fc0	282	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Modem	Modem	N/A	system32\drivers\modem.sys	-
0x1a892c51d60	281	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MMCSS	Multimedia Class Scheduler	\Driver\MMCSS	\SystemRoot\system32\drivers\mmcss.sys	-
0x1a892c51b00	280	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mlx4_bus	Mellanox ConnectX Bus Enumerator	N/A	\SystemRoot\System32\drivers\mlx4_bus.sys	-
0x1a892c51510	279	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MixedRealityOpenXRSvc	Windows Mixed Reality OpenXR Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\MixedRealityRuntime.dll
0x1a892c4f610	278	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Microsoft_Bluetooth_AvrcpTransport	Microsoft Bluetooth Avrcp Transport Driver	\Driver\Microsoft_Bluetooth_AvrcpTransport	\SystemRoot\System32\drivers\Microsoft.Bluetooth.AvrcpTransport.sys	-
0x1a892c52480	277	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MicrosoftEdgeElevationService	Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)	N/A	"C:\Program Files (x86)\Microsoft\Edge\Application\86.0.622.69\elevation_service.exe"	-
0x1a892c4eed0	276	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	MessagingService	MessagingService	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\MessagingService.dll
0x1a892c4eb30	275	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	MEIx64	Intel(R) Management Engine Interface 	\Driver\MEIx64	\SystemRoot\System32\DriverStore\FileRepository\heci.inf_amd64_85021432489d6a1c\x64\TeeDriverW8x64.sys	-
0x1a892c513e0	274	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasr	megasr	N/A	System32\drivers\megasr.sys	-
0x1a892c526e0	273	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas35i	megasas35i	N/A	System32\drivers\megasas35i.sys	-
0x1a892c51180	272	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas2i	megasas2i	N/A	System32\drivers\MegaSas2i.sys	-
0x1a892c51e90	271	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	megasas	megasas	N/A	System32\drivers\megasas.sys	-
0x1a892c518a0	270	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	MbbCx	MBB Network Adapter Class Extension	N/A	system32\drivers\MbbCx.sys	-
0x1a892c512b0	269	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mausbip	MA-USB IP Filter Driver	N/A	\SystemRoot\System32\drivers\mausbip.sys	-
0x1a892c52220	268	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	mausbhost	MA-USB Host Controller Driver	N/A	\SystemRoot\System32\drivers\mausbhost.sys	-
0x1a892c520f0	267	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	MapsBroker	Downloaded Maps Manager	N/A	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\moshost.dll
0x1a892c4e960	266	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	LxpSvc	Language Experience Service	N/A	%SystemRoot%\system32\svchost.exe -k netsvcs	%SystemRoot%\System32\LanguageOverlayServer.dll
0x1a892c4f440	265	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	luafv	UAC File Virtualization	\FileSystem\luafv	\SystemRoot\system32\drivers\luafv.sys	-
0x1a892c6c050	492	18600	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	SurfaceService	Surface Integration Service	C:\WINDOWS\system32\SurfaceService.exe	%SystemRoot%\system32\SurfaceService.exe	-
0x1a892c6c060	491	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfacePro4TypeCoverIntegration	Surface Pro 4 Type Cover Integration Service	\Driver\SurfacePro4TypeCoverIntegration	\SystemRoot\System32\drivers\SurfacePro4TypeCoverIntegration.sys	-
0x1a892c77ce0	490	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfacePenDriver	SurfacePenDriver Service	\Driver\SurfacePenDriver	\SystemRoot\System32\drivers\SurfacePenDriver.sys	-
0x1a892c76d70	489	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceIntegrationDriver	Surface Integration Driver	\Driver\SurfaceIntegrationDriver	\SystemRoot\System32\drivers\SurfaceIntegrationDriver.sys	-
0x1a892c77230	488	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceDisplayCalibration	Surface Display Calibration Service	\Driver\SurfaceDisplayCalibration	\SystemRoot\System32\drivers\SurfaceDisplayCalibration.sys	-
0x1a892c776f0	487	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceDigitizerIntegration	Surface Digitizer Integration Service	\Driver\SurfaceDigitizerIntegration	\SystemRoot\System32\drivers\SurfaceDigitizerIntegration.sys	-
0x1a892c769e0	486	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceCoSAR	Surface CoSAR Driver Service	\Driver\SurfaceCoSAR	\SystemRoot\System32\drivers\SurfaceCoSAR.sys	-
0x1a892c77360	485	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceButton	Surface Button Service	\Driver\SurfaceButton	\SystemRoot\System32\drivers\SurfaceButton.sys	-
0x1a892c76fd0	484	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	SurfaceAccessoryDevice	Surface Accessory Device Service	\Driver\SurfaceAccessoryDevice	\SystemRoot\System32\drivers\SurfaceAccessoryDevice.sys	-
0x1a892c763f0	483	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	supportdriver	Intel(R) Imaging Signal Processor 2500	\Driver\supportdriver	\SystemRoot\System32\drivers\iaisp64.sys	-
0x1a892c762c0	482	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	storvsc	storvsc	N/A	System32\drivers\storvsc.sys	-
0x1a892c76b10	481	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	storufs	Microsoft Universal Flash Storage (UFS) Driver	N/A	System32\drivers\storufs.sys	-
0x1a892c34780	98	4228	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_SHARE_PROCESS	CoreMessagingRegistrar	CoreMessaging	C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p	%SystemRoot%\system32\coremessaging.dll
0x1a892c34790	97	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	ConsentUxUserSvc	ConsentUX	N/A	%SystemRoot%\system32\svchost.exe -k DevicesFlow	%SystemRoot%\System32\ConsentUxClient.dll
0x1a892c34ed0	96	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	condrv	Console Driver	\Driver\condrv	System32\drivers\condrv.sys	-
0x1a892c38480	95	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	COMSysApp	COM+ System Application	N/A	%SystemRoot%\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}	-
0x1a892c345c0	94	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CompositeBus	Composite Bus Enumerator Driver	\Driver\CompositeBus	\SystemRoot\System32\DriverStore\FileRepository\compositebus.inf_amd64_7500cffa210c6946\CompositeBus.sys	-
0x1a892c372b0	93	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	cnghwassist	CNG Hardware Assist algorithm provider	N/A	System32\DRIVERS\cnghwassist.sys	-
0x1a892c38940	92	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CNG	CNG	\Driver\CNG	System32\Drivers\cng.sys	-
0x1a892c37640	91	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	CmBatt	Microsoft ACPI Control Method Battery Driver	\Driver\CmBatt	\SystemRoot\System32\drivers\CmBatt.sys	-
